location_x,location_y,PCI,RSRP
6.574,12.7975,37,-98.673597
6.7525,15.1645,37,-103.031034
6.913,16.8205,37,-110.781818
8.8225,12.622,37,-98.019913
8.8855,15.1105,37,-108.25
8.9395,17.2435,37,-106.142857
10.2685,13.534,37,-93.714226
11.0485,16.2415,37,-101.6
11.3455,18.6055,37,-106.2975
11.536,21.4465,37,-99.781818
11.602,24.0535,37,-107.2525
11.9275,13.492,37,-87.964542
13.228,13.3405,37,-90.808411
13.5445,21.1585,37,-100.369912
13.5445,21.1585,38,-118.483333
13.6255,5.623,37,-102.6
14.62,21.487,37,-98.612077
15.127,13.411,37,-83.251198
15.406,5.6965,37,-100.713043
15.43,16.012,37,-94.679888
16.1965,13.5025,37,-85.702768
16.201,18.364,37,-98.136328
16.6225,20.962,37,-95.849569
16.831,5.779,37,-97.738989
16.966,11.1115,37,-89.547664
17.155,9.2095,37,-92.561317
17.4205,24.3805,37,-99.176203
17.932,21.166,37,-92.038889
18.3205,13.093,37,-82.173077
18.3745,5.8585,37,-92.902966
18.9625,19.717,37,-94.518939
18.997,16.396,37,-94.159052
19.204,15.205,37,-84.225604
19.4005,18.283,37,-85.907197
19.474,7.135,37,-92.026141
19.4755,11.878,37,-80.864348
19.549,10.0975,37,-85.727049
19.747,8.551,37,-85.405328
19.9825,13.1695,37,-75.167323
20.6485,20.7415,37,-93.682051
20.7325,5.3245,37,-94.40295
22.201,21.1765,37,-98.19639
22.237,13.231,37,-74.260251
22.78,15.9445,37,-87.642803
22.831,8.5915,37,-93.286222
22.8655,5.2705,37,-94.3925
23.062,17.716,37,-87.412626
23.212,23.641,37,-101.8725
23.623,21.1405,37,-103.828571
23.7805,13.3105,37,-71.316078
24.5215,5.11,37,-98.207308
25.318,13.153,37,-76.691892
25.8715,20.965,37,-99.897059
26.5915,11.935,37,-81.727246
26.6545,5.056,37,-94.719308
26.7985,10.744,37,-91.081029
26.836,7.5415,37,-92.437363
26.8585,13.114,37,-82.136641
26.872,18.331,37,-98.111579
26.9965,9.1975,37,-93.642745
27.7705,21.0355,37,-97.583436
28.234,15.925,37,-92.416535
28.5145,12.9535,37,-87.746014
28.894,23.26,37,-101.784746
28.894,23.26,38,-119.866667
28.9135,9.979,37,-101.029032
28.975,7.7245,37,-104.047059
29.0335,5.3515,37,-99.395575
29.311,20.9965,37,-101
29.311,20.9965,38,-113.42
30.055,12.9145,37,-83.954887
30.6055,20.608,37,-101.390909
30.6055,20.608,38,-111.9
30.802,4.951,37,-103.75
30.823,24.5155,38,-113.76
31.147,18.5785,37,-104.042105
31.2055,16.2055,37,-101.845714
31.954,12.985,37,-92.983465
32.1085,5.0365,37,-107.72
32.86,20.6695,38,-113.225
33.79,10.567,37,-106.86
33.9295,20.761,37,-109.772727
33.9295,20.761,38,-110.363158
34.0015,4.87,37,-108.463889
34.1935,12.454,37,-90.370543
34.198,7.948,37,-106.377143
35.3455,20.488,37,-113.933333
35.3455,20.488,38,-105.177778
35.6275,12.892,37,-97.615385
35.779,4.825,37,-108.485714
36.97,23.767,37,-111.35
36.97,23.767,38,-111.4
37.147,2.656,37,-115.5
37.369,20.7925,37,-110.237931
37.369,20.7925,38,-106.623077
37.444,5.02,37,-116.209677
37.444,5.02,38,-121.383333
37.5235,12.844,37,-98.580851
38.536,10.684,37,-108.6875
38.536,10.684,38,-119.45
38.8675,9.727,37,-113.262963
38.8675,9.727,38,-121.357895
39.1585,21.2215,37,-118.1
39.1585,21.2215,38,-102.033333
39.4165,12.6775,37,-99.506161
39.754,2.59,37,-114.742857
39.9325,4.957,37,-114.08
40.225,21.1945,38,-94.984151
40.3645,12.6535,37,-97.810853
41.1235,5.164,37,-112.944643
41.3785,24.604,38,-83.894488
41.5795,23.176,38,-87.021898
41.881,21.034,38,-99.098601
42.4975,12.5995,37,-99.483333
42.4975,12.5995,38,-105.871429
42.4975,12.5995,39,-105.792308
43.39,24.4345,38,-85.624895
43.4695,22.891,38,-84.620158
43.78,21.1045,38,-89.697643
44.752,12.661,37,-98.35206
44.965,21.0745,38,-82.855369
45.1705,24.508,38,-81.063784
45.25,22.9645,38,-80.554511
46.7905,22.9255,38,-75.920884
46.8265,24.3475,38,-82.101695
46.9825,21.142,38,-80.659786
47.4805,12.7105,38,-87.950196
49.1815,23.695,38,-74.117557
49.315,14.917,38,-81.950202
49.3495,20.9635,38,-74.343726
49.3735,12.544,38,-83.38659
49.414,18.8275,38,-68.64359
49.4815,16.81,38,-75.255235
51.0865,14.635,38,-78.264835
51.2485,21.034,38,-76.268683
51.31,18.7795,38,-71.354982
51.3685,16.4065,38,-74.558333
51.388,12.493,38,-79.906439
51.907,23.626,38,-77.278205
53.7025,14.9245,38,-74.830712
53.74,21.0895,38,-79.124345
53.7505,16.8205,38,-79.311197
53.8795,12.5485,38,-79.3712
53.911,18.4765,38,-78.456401
54.8695,23.551,38,-80.235659
55.2685,20.5765,38,-81.964889
55.3015,12.5125,38,-90.400345
56.824,21.13,38,-90.105814
56.845,3.2245,38,-116.225
56.845,3.2245,39,-110.4
56.845,3.2245,40,-114.766667
56.89,5.002,38,-117.519231
56.89,5.002,39,-109.184211
56.89,5.002,40,-110.15
56.9125,1.207,38,-116.9
56.9125,1.207,39,-109.91
56.9125,1.207,40,-114.675862
56.986,8.794,38,-97.991765
57.355,23.3695,38,-82.92562
57.4345,12.4585,39,-94.244907
58.942,20.4835,38,-86.539777
58.9525,6.847,39,-103.8
58.9525,6.847,40,-98.981106
59.125,8.977,38,-107.23913
59.125,8.977,39,-104.30625
59.125,8.977,40,-107.620833
59.3275,12.292,39,-90.331818
59.728,23.428,38,-91.41124
60.4795,20.326,38,-92.888942
60.826,1.2265,39,-117.203571
60.826,1.2265,40,-112.683333
61.111,12.484,39,-88.658411
61.435,6.547,39,-97.89604
61.435,6.547,40,-99.626154
61.864,23.4925,38,-91.575694
61.96,8.5495,38,-101.4625
61.96,8.5495,39,-96.608017
62.05,12.1045,39,-86.920623
62.506,20.749,38,-95.820818
62.8375,1.057,39,-103.1
62.8375,1.057,40,-105.5
63.259,3.655,40,-90.941155
63.334,6.6175,39,-91.425943
63.8365,12.415,39,-79.503139
64.189,21.655,41,-92.947337
64.915,3.4945,40,-88.909783
65.3515,6.685,39,-89.226829
65.515,8.4595,39,-88.076534
65.7265,12.13,39,-71.898556
66.067,20.896,41,-93.9249
67.0135,6.7615,39,-91.105978
67.0135,6.7615,40,-93.375
67.273,12.328,39,-68.201382
67.4035,3.4315,40,-92.476316
67.486,20.7415,38,-107.8
67.486,20.7415,41,-94.407407
68.3905,23.683,41,-87.646189
68.455,21.547,41,-97.85272
68.9485,8.254,39,-83.44943
69.0505,12.283,39,-71.427273
69.1045,5.0485,39,-85.986047
69.1045,5.0485,40,-85.773077
69.181,3.3865,40,-82.92243
69.358,10.378,39,-80.507547
69.3745,6.346,39,-92.473099
69.3745,6.346,40,-92.6
69.6145,15.826,41,-88.489423
69.6625,17.722,41,-85.727488
69.8095,14.161,39,-87.883471
69.8095,14.161,41,-90.114773
69.931,4.909,40,-82.497251
70.0015,3.01,40,-81.450549
70.351,12.1315,39,-77.420093
70.5235,23.629,41,-85.227347
71.0755,7.963,39,-87.42619
71.6935,13.639,39,-88.152632
71.6935,13.639,41,-88.314729
71.7475,15.772,41,-84.38693
71.8105,18.2605,41,-83.425606
72.301,23.584,41,-87.02332
72.37,7.5745,40,-83.498545
72.481,11.959,39,-84.703571
72.481,11.959,41,-83.306538
72.6235,3.5365,40,-83.097235
73.1425,5.302,40,-74.897196
73.3705,14.308,41,-84.901974
73.4245,16.441,41,-87.697233
73.588,18.2155,41,-83.084328
73.909,12.16,39,-88.981579
73.909,12.16,41,-86.089356
74.1685,8.359,40,-79.940367
74.182,22.9435,41,-83.605439
74.5075,3.0145,40,-76.995669
74.7955,5.023,40,-78.090741
75.229,8.095,40,-79.178365
75.511,19.234,41,-79.563158
75.91,16.2595,41,-79.917748
75.9145,11.7535,41,-83.245879
75.9985,15.0715,41,-80.692444
76.1995,13.6435,41,-75.157576
76.8595,2.2435,40,-75.357806
77.1655,4.963,40,-77.9575
77.461,11.9515,41,-80.314768
77.842,8.266,40,-77.890498
78.3175,12.997,41,-77.458427
78.355,19.162,41,-72.185714
78.526,16.549,41,-70.749621
78.5965,14.65,41,-73.643202
79.42,5.0245,40,-76.195105
79.6645,19.366,41,-75.568571
79.7095,2.4085,40,-79.278713
79.891,23.629,41,-72.273022
80.0185,14.614,41,-61.909917
80.074,12.1225,41,-80.293916
80.1865,11.8825,41,-80.199593
80.197,7.6135,41,-83.941791
80.788,2.8555,1,-78.091103
80.788,2.8555,151,-112.828571
80.788,2.8555,154,-115.533333
81.565,14.812,41,-65.865041
81.784,14.095,41,-63.249153
82.1365,23.335,41,-71.818103
82.138,18.7105,41,-60.631801
82.2115,7.5625,41,-76.255
82.219,21.91,41,-66.667354
82.249,4.36,41,-82.037229
82.2835,10.4065,41,-75.419156
82.3,6.3745,41,-82.944737
82.3195,11.8285,41,-81.770386
82.684,2.8075,1,-75.906452
82.684,2.8075,40,-82.6275
83.281,7.654,41,-85.640642
83.3545,15.241,41,-64.482051
83.5105,2.668,40,-87.183665
83.68,23.4145,41,-70.866879
84.6175,18.292,41,-67.164261
84.808,11.7655,41,-82.836932
84.808,11.7655,62,-103.748437
84.8575,18.4045,41,-72.285714
85.135,15.3145,41,-66.51179
85.258,20.173,41,-61.365289
85.648,7.4755,41,-91.097183
85.6555,3.088,40,-94.091262
86.23,11.7295,41,-83.667857
86.4265,14.8075,41,-70.419178
86.881,9.3415,41,-87.358031
87.0265,19.7725,41,-69.943284
87.0985,22.6165,41,-77.058261
87.1345,24.0385,41,-73.20625
87.1885,7.4365,41,-89.365
87.2965,2.335,1,-76.381778
87.2965,2.335,154,-113.9
87.9955,11.2105,41,-79.581443
88.03,7.8895,1,-90.24
88.03,7.8895,41,-88.670051
88.03,7.8895,151,-120.266667
88.0345,12.751,41,-81.14539
88.06,18.442,41,-77.603863
88.1155,15.9505,41,-78.53625
88.1425,17.017,41,-75.256299
88.786,9.649,41,-86.758935
88.9675,2.767,1,-78.148165
88.9675,2.767,120,-120.3
88.9675,2.767,151,-118.916667
88.9675,2.767,154,-118.55
89.4295,11.6485,41,-84.540909
89.4295,11.6485,62,-103.288636
89.497,18.9985,41,-77.068
89.7355,23.7355,41,-82.704207
90.28,21.8245,41,-81.602137
90.382,7.1185,41,-91.953448
90.4165,13.165,41,-79.737339
90.637,17.191,41,-79.289562
90.7105,15.4105,41,-79.636797
91.5625,11.5945,41,-84.475
91.936,21.664,41,-81.197306
91.9915,19.1725,41,-80.623494
91.993,23.9155,41,-83.114583
92.9875,11.677,41,-92.407442
93.8995,10.231,62,-91.504196
93.9565,12.4825,41,-102.1
93.9565,12.4825,42,-91.648551
93.9565,12.4825,62,-94.083333
94.132,14.731,62,-91.409013
96.379,9.8125,62,-90.561682
96.517,15.2635,42,-92.211111
96.517,15.2635,62,-83.445652
96.5515,11.9425,62,-89.454808
97.855,21.277,42,-76.171318
97.9375,19.852,42,-72.971311
98.008,17.953,42,-76.67582
98.3065,15.6925,42,-81.992611
98.635,14.617,62,-107.53262
99.457,18.9835,42,-69.486942
99.5215,16.8475,42,-74.751689
99.595,15.067,42,-74.606129
100.753,13.9705,62,-112.378988
101.356,19.054,42,-72.689965
101.3755,15.1405,42,-79.644713
101.4205,16.918,42,-80.924231
